SQ_CANDIDATO,ANO_ELEICAO,SG_UF,DS_CARGO,NR_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,DT_NASCIMENTO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,DS_OCUPACAO,DS_SIT_TOT_TURNO,QT_VOTOS,VR_RECEITA,VR_BEM_CANDIDATO,VR_DESPESA_MAX_CAMPANHA
150000795125,2020,PB,PREFEITO,11,MILTON RODRIGUES,PP,08/09/1956,64,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,PREFEITO,NÃO ELEITO,1863.0,46397.8,463000.0,123077.42
150001180198,2020,PB,PREFEITO,77,CORONEL ARDNILDO,SOLIDARIEDADE,18/06/1951,69,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,515.0,21050.0,180000.0,380184.95
150001270072,2020,PB,PREFEITO,12,AURINEIDE VIEIRA,PDT,11/12/1974,46,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,DONA DE CASA,NÃO ELEITO,22.0,540.0,,123077.42
150001069860,2020,PB,PREFEITO,12,DR JOÃO,PDT,06/03/1956,64,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,1021.0,24900.0,170393.67,123077.42
150000871692,2020,PB,PREFEITO,14,ZÉ MANGUEIRA,PTB,19/03/1964,56,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,PREFEITO,NÃO ELEITO,2530.0,48830.0,10000.0,123077.42
150000819677,2020,PB,PREFEITO,45,GORDO AMARAL,PSDB,20/01/1960,60,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,PREFEITO,NÃO ELEITO,1746.0,93493.15000000001,214423.18,123077.42
150000665948,2020,PB,PREFEITO,14,ITAMAR MOREIRA,PTB,23/06/1959,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,ELEITO,1930.0,61766.0,305215.56,123077.42
150000983102,2020,PB,PREFEITO,45,DRA. MICHEILA HENRIQUE,PSDB,08/02/1983,37,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,8377.0,262609.58999999997,651772.74,193509.59
150000653131,2020,PB,PREFEITO,15,EDGARD GAMA,MDB,04/06/1958,62,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,#NULO#,,0.0,22896.0,261882.96
150001206493,2020,PB,PREFEITO,23,DEBORA,CIDADANIA,07/03/1976,44,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,1297.0,83200.0,60000.0,123077.42
150000871801,2020,PB,PREFEITO,27,MARCELO ELIAS,DC,01/05/1958,62,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,QUÍMICO,NÃO ELEITO,209.0,21418.0,280400.0,385738.62
150001197890,2020,PB,PREFEITO,51,MAJOR NETO,PATRIOTA,15/07/1973,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,6747.0,0.0,117435.47,364348.5
150001068587,2020,PB,PREFEITO,20,BUZICA,PSC,21/08/1955,65,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,62.0,7400.0,618000.0,123077.42
150000732147,2020,PB,PREFEITO,65,CÉLIO ROBERTO,PC do B,01/05/1988,32,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,VEREADOR,NÃO ELEITO,894.0,25000.0,270000.0,123077.42
150001219691,2020,PB,PREFEITO,65,DR FRANCISCO MACEDO,PC do B,26/03/1973,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,NÃO ELEITO,4295.0,93500.0,90305.25,380184.95
150001870908,2020,PB,PREFEITO,55,CHICÃO,PSD,28/03/1954,69,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,3502.0,79938.0,322000.0,169870.2
150000732369,2020,PB,PREFEITO,90,ANANIAS,PROS,24/05/1982,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,1202.0,31000.0,339735.48,123077.42
150001238843,2020,PB,PREFEITO,50,GILVÂNIA DIAS,PSOL,31/05/1981,39,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ADVOGADO,NÃO ELEITO,63.0,12828.0,,197393.92
150001191850,2020,PB,PREFEITO,10,DJALMA LIMA,REPUBLICANOS,19/10/1971,49,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),BRANCA,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,NÃO ELEITO,535.0,0.0,,123077.42
150000937146,2020,PB,PREFEITO,80,RAFAEL FREIRE,UP,14/08/1984,36,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,JORNALISTA E REDATOR,NÃO ELEITO,865.0,23225.0,250.0,2808392.83
150000745961,2020,PB,PREFEITO,22,WELLINGTON ENGENHEIRO,PL,26/07/1996,24,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ENGENHEIRO,NÃO ELEITO,199.0,40000.0,100000.0,123077.42
150000813613,2020,PB,PREFEITO,25,ADAURIO ALMEIDA,DEM,13/09/1947,73,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ENGENHEIRO,NÃO ELEITO,3591.0,89273.78,11131061.0,123077.42
150001264316,2020,PB,PREFEITO,13,BRUNA,PT,18/03/1984,36,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,834.0,38550.0,188507.36,123077.42
150000633249,2020,PB,PREFEITO,11,RINALDO CIPRIANO,PP,08/06/1971,49,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,EMPRESÁRIO,ELEITO,1571.0,40152.0,228500.0,123077.42
150000770147,2020,PB,PREFEITO,23,AILTON GOMES,CIDADANIA,02/03/1966,54,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,PREFEITO,ELEITO,1646.0,68902.5,19000.0,123077.42
150000720832,2020,PB,PREFEITO,11,ELDER PEDROZA,PP,08/01/1982,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,POLICIAL MILITAR,NÃO ELEITO,58.0,16017.65,7501.629999999999,123077.42
150000765814,2020,PB,PREFEITO,70,NEN,AVANTE,03/03/1971,49,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,COMERCIANTE,ELEITO,4360.0,120010.1,785000.0,123077.42
150000903588,2020,PB,PREFEITO,12,DIDI,PDT,30/11/1951,69,FEMININO,SUPERIOR COMPLETO,VIÚVO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,3649.0,55300.0,132853.09,123077.42
150001196973,2020,PB,PREFEITO,15,NICOLA,MDB,27/07/1977,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,503.0,28000.0,1714974.4,364348.5
150000647572,2020,PB,PREFEITO,45,DUDA MINERAL,PSDB,20/10/1966,54,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,1083.0,57623.0,146500.0,123077.42
150000934726,2020,PB,PREFEITO,50,PROFESSOR VALDIR,PSOL,12/08/1974,46,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,1951.0,11353.71,350000.0,364348.5
150001073852,2020,PB,PREFEITO,45,MARCOS ALVES,PSDB,20/06/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,ELEITO,1644.0,54000.0,60000.0,123077.42
150001042150,2020,PB,PREFEITO,13,JOSÉ BARACHO,PT,12/05/1959,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADMINISTRADOR,NÃO ELEITO,128.0,15000.0,106000.01,123077.42
150000847191,2020,PB,PREFEITO,23,MICHELE RIBEIRO,CIDADANIA,23/03/1979,41,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PROFESSOR DE ENSINO SUPERIOR,ELEITO,2530.0,26950.0,126880.0,123077.42
150001134716,2020,PB,PREFEITO,15,LUCI,MDB,20/02/1948,72,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,NÃO ELEITO,1878.0,16000.0,200000.0,123077.42
150001066563,2020,PB,PREFEITO,22,ALLAN DA MADEIREIRA,PL,24/06/1981,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,2175.0,65000.0,429000.0,225948.14
150000977858,2020,PB,PREFEITO,22,IVAN ÂNGELO,PL,30/08/1972,48,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,VEREADOR,NÃO ELEITO,674.0,10000.0,,123077.42
150000652789,2020,PB,PREFEITO,10,DR ODIR,REPUBLICANOS,09/03/1957,63,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,NÃO ELEITO,2172.0,57350.35,483774.73,123077.42
150000976695,2020,PB,PREFEITO,11,CICERO LUCENA,PP,05/08/1957,63,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,ELEITO,260665.0,2894067.98,1867828.46,1123357.13
150001034073,2020,PB,PREFEITO,25,KALINNE,DEM,27/08/1974,46,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ASSISTENTE SOCIAL,NÃO ELEITO,349.0,20000.0,168000.0,123077.42
150000719867,2020,PB,PREFEITO,10,SINHÔ,REPUBLICANOS,23/11/1967,53,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PRETA,ADVOGADO,ELEITO,3577.0,93376.0,224000.0,123077.42
150000838342,2020,PB,PREFEITO,19,MAJOR SIDNEI,PODE,08/06/1971,49,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,POLICIAL MILITAR,ELEITO,13352.0,108014.0,313945.19,225948.14
150000924328,2020,PB,PREFEITO,12,JOAB BRAGA,PDT,09/12/1967,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,NÃO ELEITO,620.0,20000.0,548000.0,123077.42
150000976853,2020,PB,PREFEITO,11,GERALDO MOURA,PP,25/08/1962,58,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,4827.0,88413.5,2378682.59,123077.42
150000857333,2020,PB,PREFEITO,40,BETINHO,PSB,03/09/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,OUTROS,NÃO ELEITO,1372.0,51700.0,179450.0,123077.42
150000819763,2020,PB,PREFEITO,12,ARI,PDT,02/02/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,ELEITO,1862.0,39340.45,302990.0,123077.42
150000800247,2020,PB,PREFEITO,12,TEOTÔNIO,PDT,25/11/1966,54,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,NÃO ELEITO,6721.0,120540.0,514197.82,372681.61
150000652369,2020,PB,PREFEITO,28,JOAQUIM NUNES,PRTB,02/01/1965,55,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),AMARELA,AGRICULTOR,NÃO ELEITO,894.0,7910.45,15000.0,123077.42
150000717485,2020,PB,PREFEITO,23,NENIVALDO BARROS,CIDADANIA,28/06/1970,50,MASCULINO,ENSINO MÉDIO INCOMPLETO,DIVORCIADO(A),PARDA,PREFEITO,ELEITO,2690.0,53664.9,100000.0,123077.42
150000661074,2020,PB,PREFEITO,25,INACIO NOBREGA,DEM,18/09/1971,49,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,COMERCIANTE,ELEITO,1312.0,51113.02,73700.0,123077.42
150000642632,2020,PB,PREFEITO,23,TIÃO PINTO,CIDADANIA,03/03/1966,54,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,ELEITO,1632.0,53498.8,33000.0,123077.42
150000728536,2020,PB,PREFEITO,25,ADRIANO LEITE,DEM,03/11/1973,47,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,VETERINÁRIO,NÃO ELEITO,1705.0,30300.0,147731.47,123077.42
150000741114,2020,PB,PREFEITO,90,TOINHO MACEDO,PROS,13/07/1980,40,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,ELEITO,967.0,25650.0,70000.0,123077.42
150000802864,2020,PB,PREFEITO,11,RODRIGO MENDES,PP,15/05/1980,40,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,2857.0,40885.2,50000.0,123077.42
150000797485,2020,PB,PREFEITO,15,RIGOBERTO JULIO,MDB,14/03/1962,58,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,COMERCIANTE,NÃO ELEITO,243.0,20000.0,10000.0,123077.42
150001133180,2020,PB,PREFEITO,40,HUMBERTO,PSB,21/05/1977,43,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,OUTROS,ELEITO,1827.0,30500.0,420000.0,123077.42
150001075597,2020,PB,PREFEITO,15,CLEIDE DE ZEZÉ,MDB,24/08/1968,52,FEMININO,SUPERIOR COMPLETO,VIÚVO(A),BRANCA,ADMINISTRADOR,NÃO ELEITO,1876.0,28524.45,,123077.42
150000694854,2020,PB,PREFEITO,14,RICARDO PEREIRA,PTB,29/09/1980,40,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,AGRICULTOR,NÃO ELEITO,2428.0,28521.8,121000.0,123077.42
150000671358,2020,PB,PREFEITO,40,GILMA GERMANO,PSB,04/04/1964,56,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,BANCÁRIO E ECONOMIÁRIO,NÃO ELEITO,5901.0,131460.0,382014.29000000004,123077.42
150001014580,2020,PB,PREFEITO,22,ZÉ DE CAZUZA,PL,25/01/1973,47,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,757.0,52250.35,125000.0,123077.42
150000771197,2020,PB,PREFEITO,25,BRENO DE DORIAN,DEM,16/05/1994,26,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,1064.0,45952.5,185000.0,123077.42
150000666092,2020,PB,PREFEITO,10,SEVI COUTINHO,REPUBLICANOS,05/12/1985,35,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",NÃO ELEITO,1244.0,80000.0,,123077.42
150000827766,2020,PB,PREFEITO,13,CLEINHA SOLON,PT,09/09/1984,36,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,202.0,73919.5,27327.95,123077.42
150000644173,2020,PB,PREFEITO,22,MANOEL MOLEQUE,PL,07/10/1977,43,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,OUTROS,ELEITO,2513.0,126700.0,320000.0,123077.42
150000760840,2020,PB,PREFEITO,11,FABRÍCIO SALES,PP,29/11/1976,44,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,CONTADOR,NÃO ELEITO,8841.0,109962.0,,164909.3
150000983366,2020,PB,PREFEITO,22,PROFESSOR VIEIRA,PL,20/05/1971,49,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,162.0,5000.0,80000.0,153279.01
150000948779,2020,PB,PREFEITO,23,MARCÍLIO FARIAS,CIDADANIA,05/02/1984,36,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA,ELEITO,2892.0,28752.9,13500.0,123077.42
150000995100,2020,PB,PREFEITO,13,DR. BARTÔ,PT,10/04/1982,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,NÃO ELEITO,17.0,25000.0,788110.04,123077.42
150000649213,2020,PB,PREFEITO,50,PABLO HONORATO NASCIMENTO,PSOL,26/05/1984,36,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,SERVIDOR PÚBLICO FEDERAL,#NULO#,,0.0,,2808392.83
150001063465,2020,PB,PREFEITO,19,MENUDO IRMÃO ADERALDO,PODE,14/10/1971,49,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PRETA,PRODUTOR AGROPECUÁRIO,#NULO#,,0.0,800000.0,238580.64
150000931994,2020,PB,PREFEITO,25,DR SANDRINHO,DEM,10/03/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,2197.0,60000.0,256353.0,123077.42
150000661705,2020,PB,PREFEITO,25,MARCELO,DEM,28/05/1969,51,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,AGENTE ADMINISTRATIVO,NÃO ELEITO,1922.0,50000.0,485500.0,123077.42
150000690711,2020,PB,PREFEITO,12,JOSENILDO DA FARMÁCIA,PDT,16/10/1977,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,1673.0,31376.35,210000.0,123077.42
150000721232,2020,PB,PREFEITO,15,BENJAMIN,MDB,30/11/1971,49,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ODONTÓLOGO,NÃO ELEITO,5257.0,154200.0,1750665.7,123077.42
150000669703,2020,PB,PREFEITO,11,DENISE BAYMA,PP,23/08/1983,37,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ENFERMEIRO,ELEITO,1546.0,39848.2,54059.850000000006,123077.42
150000637322,2020,PB,PREFEITO,10,ARLINDO MARINHO,REPUBLICANOS,26/11/1952,68,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ECONOMISTA,NÃO ELEITO,979.0,30975.05,68822.16,123077.42
150000930931,2020,PB,PREFEITO,23,ADELSON,CIDADANIA,11/02/1962,58,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,2810.0,30478.0,219779.45,123077.42
150000979945,2020,PB,PREFEITO,43,EDILMA FREIRE,PV,04/09/1972,48,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,47157.0,1408866.55,168471.61,2808392.83
150000768069,2020,PB,PREFEITO,77,WILSON,SOLIDARIEDADE,13/02/1978,42,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,#NULO#,2979.0,,,123077.42
150001095604,2020,PB,PREFEITO,23,DRA DENISE,CIDADANIA,05/11/1961,59,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ODONTÓLOGO,NÃO ELEITO,12688.0,215961.2,,484133.27
150001276312,2020,PB,PREFEITO,77,EDINHO MENDES,SOLIDARIEDADE,14/05/1966,54,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,142.0,11425.0,930000.0,238580.64
150001187025,2020,PB,PREFEITO,14,JÚNIOR,PTB,19/09/1971,49,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,14.0,0.0,850000.0,123077.42
150000689946,2020,PB,PREFEITO,65,HUMBERTO QUEIROZ,PC do B,03/07/1969,51,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,VEREADOR,NÃO ELEITO,927.0,7375.9,,123077.42
150000872247,2020,PB,PREFEITO,15,DR VERISSINHO,MDB,26/05/1954,66,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,ELEITO,9880.0,154745.0,1099015.54,157812.3
150000683857,2020,PB,PREFEITO,23,DR JARQUES,CIDADANIA,16/06/1980,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,ELEITO,11988.0,256325.0,1712336.0,258783.87
150001264939,2020,PB,PREFEITO,40,CÉZAR SILVA,PSB,08/10/1972,48,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,ESCULTOR E PINTOR,NÃO ELEITO,279.0,90.0,3000.0,235920.4
150000872411,2020,PB,PREFEITO,40,FEITOSA,PSB,23/11/1959,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,481.0,32108.0,1917651.25,157812.3
150001235668,2020,PB,PREFEITO,40,DR ANTÔNIO RODRIGUES,PSB,22/04/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ODONTÓLOGO,NÃO ELEITO,211.0,8350.0,250689.0,123077.42
150000868781,2020,PB,PREFEITO,22,SAMUEL,PL,09/06/1977,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,ANALISTA DE SISTEMAS,NÃO ELEITO,1296.0,50000.0,730000.0,123077.42
150001076573,2020,PB,PREFEITO,18,PROFESSOR CLOVIS,REDE,19/07/1976,44,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,228.0,5000.0,,123077.42
150001225958,2020,PB,PREFEITO,19,ZÉ ROFRANTS,PODE,30/10/1962,58,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO MÉDIO,#NULO#,,22535.0,450000.0,123077.42
150000638684,2020,PB,PREFEITO,23,LUIZ MACHADO,CIDADANIA,12/02/1956,64,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,ELEITO,1551.0,31216.0,97142.42,123077.42
150000843011,2020,PB,PREFEITO,77,ADONES,SOLIDARIEDADE,14/06/1979,41,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ECONOMISTA,NÃO ELEITO,526.0,55000.0,250000.0,364348.5
150001248080,2020,PB,PREFEITO,22,ANTONIO GOMES,PL,31/07/1957,63,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,AGRICULTOR,ELEITO,6601.0,154567.38,430000.0,123077.42
150000669304,2020,PB,PREFEITO,14,TINTIN,PTB,10/01/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,ELEITO,2209.0,30000.0,430000.0,123077.42
150001037470,2020,PB,PREFEITO,77,RUAN PEREIRA,SOLIDARIEDADE,28/05/1989,31,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,4533.0,45000.0,1945000.0,123077.42
150001870964,2020,PB,PREFEITO,44,JOÃO COSTA,UNIÃO,28/07/1974,49,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,9326.0,167350.0,490000.0,169870.2
150000860212,2020,PB,PREFEITO,10,VOLONE DIAS,REPUBLICANOS,15/09/1975,45,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,#NULO#,3950.0,,77466.86,123077.42
150001239170,2020,PB,PREFEITO,45,LUIS FILHO,PSDB,01/08/1992,28,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,VEREADOR,NÃO ELEITO,567.0,95250.0,107000.0,123077.42
150001204078,2020,PB,PREFEITO,77,JAILSON,SOLIDARIEDADE,23/04/1976,44,MASCULINO,ENSINO MÉDIO COMPLETO,VIÚVO(A),PARDA,ENFERMEIRO,NÃO ELEITO,1777.0,75000.0,569000.0,123077.42
150000979720,2020,PB,PREFEITO,25,ADMILSON DE PITUTA,DEM,28/12/1946,74,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGRICULTOR,NÃO ELEITO,3111.0,11525.0,330000.0,123077.42
150000800324,2020,PB,PREFEITO,15,ROBERTO PAULINO,MDB,20/07/1951,69,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,NÃO ELEITO,10908.0,149636.02,1709000.0,372681.61
150000984161,2020,PB,PREFEITO,13,DAMIAO,PT,21/05/1969,51,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,286.0,5000.0,15000.0,235920.4
150000916498,2020,PB,PREFEITO,40,RICARDO COUTINHO,PSB,18/11/1960,60,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,FARMACÊUTICO,NÃO ELEITO,38969.0,1616997.17,3508918.71,2808392.83
150000688651,2020,PB,PREFEITO,55,ERIVAM DE BIU,PSD,29/12/1981,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,VEREADOR,ELEITO,4197.0,26810.45,,123077.42
150001274574,2020,PB,PREFEITO,19,BRANCO MENDES,PODE,09/05/1956,64,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,DEPUTADO,NÃO ELEITO,6884.0,114526.0,2318835.42,197393.92
150001202903,2020,PB,PREFEITO,20,TOINHO RODRIGUES,PSC,02/01/1944,76,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,COMERCIANTE,NÃO ELEITO,69.0,3500.0,770000.0,123077.42
150000911599,2020,PB,PREFEITO,25,ADEMIR MORAIS,DEM,15/03/1953,67,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,3455.0,138370.0,205000.0,123077.42
150000664515,2020,PB,PREFEITO,13,ANÍSIO MAIA,PT,11/07/1954,66,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,VETERINÁRIO,NÃO ELEITO,5431.0,240109.14,249896.04,2808392.83
150000744413,2020,PB,PREFEITO,70,LEONCIO DE GUABIRABA,AVANTE,16/09/1972,48,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,2146.0,28500.0,460000.0,123077.42
150000747572,2020,PB,PREFEITO,23,SIMONE,CIDADANIA,16/02/1983,37,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,ELEITO,1572.0,42971.3,44500.0,123077.42
150001112004,2020,PB,PREFEITO,90,ZÉ DE COQUINHA,PROS,04/07/1986,34,MASCULINO,LÊ E ESCREVE,DIVORCIADO(A),PARDA,VEREADOR,NÃO ELEITO,208.0,11018.75,16000.0,123077.42
