SQ_CANDIDATO,ANO_ELEICAO,SG_UF,SG_UE,NOME_MUNICIPIO,DS_CARGO,NR_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,SG_PAST_PARTIDO,DT_NASCIMENTO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,DS_OCUPACAO,DS_SIT_TOT_TURNO,NM_CANDIDATO
150000666117,2020,PB,19690,CACIMBA DE AREIA,PREFEITO,15,ROGERIO CAMPOS,MDB,PMDB,18/04/1963,57,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,FISCAL,ELEITO,PAULO ROGERIO DE LIRA CAMPOS
150000861015,2020,PB,22357,TEIXEIRA,PREFEITO,10,VALONE DIAS,REPUBLICANOS,PMDB,15/09/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,VALONE DIAS OLIVEIRA
150000937760,2020,PB,19933,CONDE,PREFEITO,23,MACARRÃO,CIDADANIA,PSB,18/07/1982,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),NÃO INFORMADO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",NÃO ELEITO,OLAVO BAKKE RIBEIRO LISBOA
150001202029,2020,PB,19046,SÃO JOSÉ DOS RAMOS,PREFEITO,15,AZENILDO,MDB,PMDB,10/06/1967,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO MÉDIO,NÃO ELEITO,ANTONIO AZENILDO DE ARAÚJO RAMOS
150000653247,2020,PB,19895,CONCEIÇÃO,PREFEITO,11,DRA JOURDANA DINIZ,PP,PSDB,06/07/1988,32,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,JOURDANA DÁVILLA COSTA BENÍCIO DINIZ
150000973736,2020,PB,19372,BAYEUX,PREFEITO,51,CAPITÃO SENA,PATRIOTA,PTN,28/04/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,LUIZ ALBERTO SILVA DE SENA
150000766343,2020,PB,20338,IBIARA,PREFEITO,70,MARGARIDA RAMALHO,AVANTE,PSB,01/04/1963,57,FEMININO,ENSINO MÉDIO COMPLETO,VIÚVO(A),BRANCA,OUTROS,NÃO ELEITO,MARGARIDA RAMALHO DE SOUSA
150000718884,2020,PB,20958,MONTEIRO,PREFEITO,22,LORENA,PL,PSDB,18/06/1987,33,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,ANNA LORENA DE FARIAS LEITE NOBREGA
150000993490,2020,PB,21458,PRATA,PREFEITO,28,FERNANDO NUNES,PRTB,PMDB,07/09/1959,61,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,FERNANDO ROBSON NUNES DE FARIAS
150000909918,2020,PB,20052,CUITEGI,PREFEITO,23,CHICO MALA,CIDADANIA,PSB,16/06/1960,60,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,FRANCISCO EDNALDO DE SOUZA LEITE
150001093475,2020,PB,21318,PILAR,PREFEITO,12,MATIAS,PDT,PSB,23/04/1965,55,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,VALDEMAR MATIAS DE SOUZA FILHO
150000640911,2020,PB,21938,SÃO JOSÉ DO BONFIM,PREFEITO,51,EVANE DO MERCADINHO,PATRIOTA,PMDB,25/03/1965,55,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,COMERCIANTE,NÃO ELEITO,JOSE EVANE ALVES COSTA
150000828587,2020,PB,21415,POCINHOS,PREFEITO,70,ELIANE GALDINO,AVANTE,PTB,03/05/1963,57,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO ESTADUAL,ELEITO,ELIANE MOURA DOS SANTOS GALDINO
150000813592,2020,PB,20397,ITABAIANA,PREFEITO,23,DR LÚCIO,CIDADANIA,PSB,16/03/1962,58,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,LÚCIO FLÁVIO ARAÚJO COSTA
150001035683,2020,PB,19674,CACHOEIRA DOS ÍNDIOS,PREFEITO,40,ALLAN SEIXAS,PSB,PSB,29/03/1982,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,NÃO ELEITO,ALLAN SEIXAS DE SOUSA
150000760274,2020,PB,21997,SÃO MAMEDE,PREFEITO,11,PEDRO BARBOSA,PP,DEM,09/01/1952,68,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,PEDRO BARBOSA DE ANDRADE
150001273669,2020,PB,20710,LIVRAMENTO,PREFEITO,10,BRAZ ANASTÁCIO,REPUBLICANOS,PR,06/08/1970,50,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,NÃO ELEITO,BRAZ ALIXANDRE RODRIGUES ANASTACIO DE LIMA
150000691913,2020,PB,20117,VISTA SERRANA,PREFEITO,51,VALDERIY GOMES,PATRIOTA,PMDB,27/08/1962,58,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),AMARELA,EMPRESÁRIO,NÃO ELEITO,VALDERIY GOMES DE ARAUJO
150001402975,2020,PB,19623,GADO BRAVO,PREFEITO,11,FERNANDO MORAES,PP,PSDB,13/03/1960,61,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),BRANCA,AGRICULTOR,NÃO ELEITO,FERNANDO BARBOSA DE MORAES
150001216391,2020,PB,19658,CABEDELO,PREFEITO,15,MORGANA MACENA,MDB,PRP,22/02/1961,59,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,MORGANA MACENA DE SANTANA
150001216391,2020,PB,19658,CABEDELO,PREFEITO,15,MORGANA MACENA,MDB,PRB,22/02/1961,59,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,MORGANA MACENA DE SANTANA
150000718598,2020,PB,19550,BORBOREMA,PREFEITO,23,GILENE CÂNDIDO,CIDADANIA,PTB,01/07/1967,53,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,GILENE CÂNDIDO DA SILVA LEITE CARDOSO
150000741827,2020,PB,21776,SANTA TERESINHA,PREFEITO,45,TEREZINHA DE ZE AFONSO,PSDB,PSDB,14/06/1979,41,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ADVOGADO,NÃO ELEITO,TEREZINHA LUCIA ALVES DE OLIVEIRA
150000865178,2020,PB,21652,SANTA CRUZ,PREFEITO,40,RAIMUNDO ANTUNES,PSB,PSB,05/04/1965,55,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,NÃO ELEITO,RAIMUNDO ANTUNES BATISTA
150001178157,2020,PB,19399,BELÉM,PREFEITO,12,DONA ALINE,PDT,PMDB,25/02/1942,78,FEMININO,LÊ E ESCREVE,VIÚVO(A),PARDA,EMPRESÁRIO,ELEITO,ALINE BARBOSA DE LIMA
150000659344,2020,PB,21954,SÃO JOSÉ DO SABUGI,PREFEITO,25,SEGUNDO DOMICIANO,DEM,DEM,20/07/1986,34,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,VETERINÁRIO,ELEITO,JOÃO DOMICIANO DANTAS SEGUNDO
150000681515,2020,PB,22250,SOUSA,PREFEITO,23,FABIO TYRONE,CIDADANIA,PSB,27/02/1972,48,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,ELEITO,FABIO TYRONE BRAGA DE OLIVEIRA
150000634205,2020,PB,19461,MARIZÓPOLIS,PREFEITO,12,JEFERSON VIEIRA,PDT,PSDB,25/02/1988,32,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ENGENHEIRO,NÃO ELEITO,JOSÉ JEFERSON JERÔNIMO VIEIRA
150000913519,2020,PB,19372,BAYEUX,PREFEITO,11,DIEGO DO KIPREÇO,PP,PTN,11/06/1991,29,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,DIEGO CAVALCANTI DA SILVA
150000730194,2020,PB,19321,ASSUNÇÃO,PREFEITO,25,SANTIAGO,DEM,PTB,23/04/1984,36,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,COMERCIANTE,NÃO ELEITO,SANTIAGO ALVES DA SILVA
150000795061,2020,PB,20001,SANTA CECÍLIA,PREFEITO,25,BETO DE CHICO,DEM,DEM,25/11/1970,50,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),NÃO INFORMADO,OUTROS,#NULO#,ROBERTO FLORENTINO PESSOA
150000670965,2020,PB,20214,ESPERANÇA,PREFEITO,11,NOBINHO ALMEIDA,PP,PSB,19/02/1967,53,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,EMPRESÁRIO,ELEITO,NOBSON PEDRO DE ALMEIDA
150000795125,2020,PB,19763,ALCANTIL,PREFEITO,11,MILTON RODRIGUES,PP,PRB,08/09/1956,64,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,PREFEITO,NÃO ELEITO,JOSÉ MILTON RODRIGUES
150001180198,2020,PB,19372,BAYEUX,PREFEITO,77,CORONEL ARDNILDO,SOLIDARIEDADE,PTN,18/06/1951,69,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,ARDNILDO MORAIS DOS SANTOS
150001270072,2020,PB,19593,BREJO DOS SANTOS,PREFEITO,12,AURINEIDE VIEIRA,PDT,PSDB,11/12/1974,46,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,DONA DE CASA,NÃO ELEITO,AURINEIDE VIEIRA DE ARAUJO MELO
150001069860,2020,PB,19585,AMPARO,PREFEITO,12,DR JOÃO,PDT,DEM,06/03/1956,64,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,JOÃO LUÍS DE LACERDA JÚNIOR
150000871692,2020,PB,22373,TRIUNFO,PREFEITO,14,ZÉ MANGUEIRA,PTB,PTB,19/03/1964,56,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,PREFEITO,NÃO ELEITO,JOSÉ MANGUEIRA TORRES
150000819677,2020,PB,19127,RIACHÃO DO BACAMARTE,PREFEITO,45,GORDO AMARAL,PSDB,PSDB,20/01/1960,60,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,PREFEITO,NÃO ELEITO,ERIVALDO GUEDES AMARAL
150000665948,2020,PB,19640,POÇO DANTAS,PREFEITO,14,ITAMAR MOREIRA,PTB,PTB,23/06/1959,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,ELEITO,ITAMAR MOREIRA FERNANDES
150000983102,2020,PB,20958,MONTEIRO,PREFEITO,45,DRA. MICHEILA HENRIQUE,PSDB,PSDB,08/02/1983,37,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,MICHEILA SILVESTRE HENRIQUE DE SENA
150000653131,2020,PB,19399,BELÉM,PREFEITO,15,EDGARD GAMA,MDB,PMDB,04/06/1958,62,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,#NULO#,EDGARD GAMA
150001206493,2020,PB,21610,SALGADINHO,PREFEITO,23,DEBORA,CIDADANIA,PSDB,07/03/1976,44,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,DEBORA CRISTIANE FARIAS MORAIS
150000871801,2020,PB,22250,SOUSA,PREFEITO,27,MARCELO ELIAS,DC,PSB,01/05/1958,62,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,QUÍMICO,NÃO ELEITO,FRANCISCO ELIAS DE OLIVEIRA
150001197890,2020,PB,21750,SANTA RITA,PREFEITO,51,MAJOR NETO,PATRIOTA,PSDB,15/07/1973,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,ANTÔNIO NUNES NETO
150001068587,2020,PB,20834,MARI,PREFEITO,20,BUZICA,PSC,PSD,21/08/1955,65,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,JOSE DE PONTES BARBOSA
150000732147,2020,PB,19828,RIACHO DE SANTO ANTÔNIO,PREFEITO,65,CÉLIO ROBERTO,PC do B,PTB,01/05/1988,32,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,VEREADOR,NÃO ELEITO,CÉLIO ROBERTO LUCENA SILVA
150001219691,2020,PB,19372,BAYEUX,PREFEITO,65,DR FRANCISCO MACEDO,PC do B,PTN,26/03/1973,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,NÃO ELEITO,FRANCISCO RICHARD NIXON DE MACEDO CAMPOS
150001870908,2020,PB,20850,MASSARANDUBA,PREFEITO,55,CHICÃO,PSD,PSDB,28/03/1954,69,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,FRANCISCO PEDRO DE LIMA
150000732369,2020,PB,19224,SÃO DOMINGOS DO CARIRI,PREFEITO,90,ANANIAS,PROS,PSDB,24/05/1982,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,ANANIAS SERAFIM FERREIRA
150001238843,2020,PB,19119,ALHANDRA,PREFEITO,50,GILVÂNIA DIAS,PSOL,DEM,31/05/1981,39,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ADVOGADO,NÃO ELEITO,GILVANIA DIAS DA SILVA
150001191850,2020,PB,19941,BOA VISTA,PREFEITO,10,DJALMA LIMA,REPUBLICANOS,PDT,19/10/1971,49,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),BRANCA,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,NÃO ELEITO,DJALMA DE ARAUJO LIMA
150000937146,2020,PB,20516,JOÃO PESSOA,PREFEITO,80,RAFAEL FREIRE,UP,PSD,14/08/1984,36,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,JORNALISTA E REDATOR,NÃO ELEITO,RAFAEL FREIRE SANTANA
150000745961,2020,PB,20613,JURU,PREFEITO,22,WELLINGTON ENGENHEIRO,PL,PSB,26/07/1996,24,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ENGENHEIRO,NÃO ELEITO,WELLINGTON RODRIGUES DE ARAÚJO
150000813613,2020,PB,21636,SALGADO DE SÃO FÉLIX,PREFEITO,25,ADAURIO ALMEIDA,DEM,DEM,13/09/1947,73,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ENGENHEIRO,NÃO ELEITO,ADAURIO ALMEIDA
150001264316,2020,PB,20311,GURJÃO,PREFEITO,13,BRUNA,PT,PSC,18/03/1984,36,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,BRUNA JAKELINE SOARES SOUZA
150000633249,2020,PB,19666,SANTARÉM,PREFEITO,11,RINALDO CIPRIANO,PP,PTB,08/06/1971,49,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,EMPRESÁRIO,ELEITO,RINALDO CIPRIANO DE SOUSA
150000770147,2020,PB,21075,NOVA PALMEIRA,PREFEITO,23,AILTON GOMES,CIDADANIA,PTB,02/03/1966,54,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,PREFEITO,ELEITO,AILTON GOMES MEDEIROS
150000720832,2020,PB,19836,CARRAPATEIRA,PREFEITO,11,ELDER PEDROZA,PP,PR,08/01/1982,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,POLICIAL MILITAR,NÃO ELEITO,ELDER ROBERTO PEDROZA
150000765814,2020,PB,19178,ARARA,PREFEITO,70,NEN,AVANTE,PSL,03/03/1971,49,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,COMERCIANTE,ELEITO,JOSÉ AILTON PEREIRA DA SILVA
150000903588,2020,PB,20893,MOGEIRO,PREFEITO,12,DIDI,PDT,PR,30/11/1951,69,FEMININO,SUPERIOR COMPLETO,VIÚVO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,MARGARIDA MARIA SILVEIRA GOMES
150001196973,2020,PB,21750,SANTA RITA,PREFEITO,15,NICOLA,MDB,PSDB,27/07/1977,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,NICOLA MAJORANA LOMONACO SEGUNDO
150000647572,2020,PB,21156,PASSAGEM,PREFEITO,45,DUDA MINERAL,PSDB,PMDB,20/10/1966,54,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,ADELGISTRO BALDUÍNO SOBRINHO
150000934726,2020,PB,21750,SANTA RITA,PREFEITO,50,PROFESSOR VALDIR,PSOL,PSDB,12/08/1974,46,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,VALDIR DE LIMA SILVA
150001073852,2020,PB,21610,SALGADINHO,PREFEITO,45,MARCOS ALVES,PSDB,PSDB,20/06/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,ELEITO,MARCOS ANTONIO ALVES
150001042150,2020,PB,19313,BANANEIRAS,PREFEITO,13,JOSÉ BARACHO,PT,PSB,12/05/1959,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADMINISTRADOR,NÃO ELEITO,JOSE BARACHO BARBOSA ARAÚJO
150000847191,2020,PB,19747,PEDRO RÉGIS,PREFEITO,23,MICHELE RIBEIRO,CIDADANIA,PSDB,23/03/1979,41,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PROFESSOR DE ENSINO SUPERIOR,ELEITO,MICHELE RIBEIRO DE OLIVEIRA
150001134716,2020,PB,19356,BARRA DE SÃO MIGUEL,PREFEITO,15,LUCI,MDB,PSB,20/02/1948,72,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,NÃO ELEITO,LUZINECTT TEIXEIRA LOPES
150001066563,2020,PB,22071,SAPÉ,PREFEITO,22,ALLAN DA MADEIREIRA,PL,PSB,24/06/1981,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,ALLAN DE ALBUQUERQUE CABRAL
150000977858,2020,PB,20010,CUBATI,PREFEITO,22,IVAN ÂNGELO,PL,PSB,30/08/1972,48,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,VEREADOR,NÃO ELEITO,IVAN ÂNGELO DOS SANTOS
150000652789,2020,PB,19852,CATINGUEIRA,PREFEITO,10,DR ODIR,REPUBLICANOS,PMDB,09/03/1957,63,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,NÃO ELEITO,ODIR PEREIRA BORGES FILHO
150000976695,2020,PB,20516,JOÃO PESSOA,PREFEITO,11,CICERO LUCENA,PP,PSD,05/08/1957,63,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,ELEITO,CICERO DE LUCENA FILHO
150001034073,2020,PB,19542,SÃO JOSÉ DO BREJO DO CRUZ,PREFEITO,25,KALINNE,DEM,PR,27/08/1974,46,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ASSISTENTE SOCIAL,NÃO ELEITO,KALINNE ALVES SARAIVA SALDANHA
150000719867,2020,PB,20095,DESTERRO,PREFEITO,10,SINHÔ,REPUBLICANOS,PR,23/11/1967,53,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PRETA,ADVOGADO,ELEITO,VALTÉCIO DE ALMEIDA JUSTO
150000838342,2020,PB,22071,SAPÉ,PREFEITO,19,MAJOR SIDNEI,PODE,PSB,08/06/1971,49,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,POLICIAL MILITAR,ELEITO,SIDNEI PAIVA DE FREITAS
150000924328,2020,PB,19925,ALGODÃO DE JANDAÍRA,PREFEITO,12,JOAB BRAGA,PDT,PSD,09/12/1967,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,NÃO ELEITO,JOAB BRAGA DOS SANTOS
150000976853,2020,PB,22233,SOLEDADE,PREFEITO,11,GERALDO MOURA,PP,PP,25/08/1962,58,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,GERALDO MOURA RAMOS
150000857333,2020,PB,19160,LOGRADOURO,PREFEITO,40,BETINHO,PSB,PSB,03/09/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,OUTROS,NÃO ELEITO,HUMBERTO LUIS LISBOA ALVES
150000819763,2020,PB,19127,RIACHÃO DO BACAMARTE,PREFEITO,12,ARI,PDT,PSDB,02/02/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,ELEITO,JOSE DE ARIMATEA DA SILVA
150000800247,2020,PB,20273,GUARABIRA,PREFEITO,12,TEOTÔNIO,PDT,PSDB,25/11/1966,54,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,NÃO ELEITO,ANTÔNIO TEOTÔNIO DE ASSUNÇÃO
150000652369,2020,PB,19887,VIEIRÓPOLIS,PREFEITO,28,JOAQUIM NUNES,PRTB,PSC,02/01/1965,55,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),AMARELA,AGRICULTOR,NÃO ELEITO,JOAQUIM NUNES GADELHA
150000717485,2020,PB,20338,IBIARA,PREFEITO,23,NENIVALDO BARROS,CIDADANIA,PSB,28/06/1970,50,MASCULINO,ENSINO MÉDIO INCOMPLETO,DIVORCIADO(A),PARDA,PREFEITO,ELEITO,FRANCISCO NENIVALDO DE SOUSA
150000661074,2020,PB,19585,AMPARO,PREFEITO,25,INACIO NOBREGA,DEM,DEM,18/09/1971,49,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,COMERCIANTE,ELEITO,INACIO LUIZ NOBREGA DA SILVA
150000642632,2020,PB,20257,FREI MARTINHO,PREFEITO,23,TIÃO PINTO,CIDADANIA,PSB,03/03/1966,54,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,ELEITO,SEBASTIÃO PINTO DANTAS
150000728536,2020,PB,20710,LIVRAMENTO,PREFEITO,25,ADRIANO LEITE,DEM,PR,03/11/1973,47,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,VETERINÁRIO,NÃO ELEITO,ADRIANO SUELDON LEITE
150000741114,2020,PB,19909,AREIA DE BARAÚNAS,PREFEITO,90,TOINHO MACEDO,PROS,DEM,13/07/1980,40,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,ELEITO,ANTÔNIO GERÔNIMO DUARTE MACEDO
150000802864,2020,PB,21016,NAZAREZINHO,PREFEITO,11,RODRIGO MENDES,PP,PR,15/05/1980,40,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,RODRIGO MENDES PEDROSA
150000797485,2020,PB,21237,PEDRA LAVRADA,PREFEITO,15,RIGOBERTO JULIO,MDB,PSD,14/03/1962,58,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,COMERCIANTE,NÃO ELEITO,RIGOBERTO RODRIGUES DE LIMA
150001133180,2020,PB,19925,ALGODÃO DE JANDAÍRA,PREFEITO,40,HUMBERTO,PSB,PSD,21/05/1977,43,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,OUTROS,ELEITO,HUMBERTO DOS SANTOS
150001075597,2020,PB,21911,SÃO JOSÉ DE PIRANHAS,PREFEITO,15,CLEIDE DE ZEZÉ,MDB,PSB,24/08/1968,52,FEMININO,SUPERIOR COMPLETO,VIÚVO(A),BRANCA,ADMINISTRADOR,NÃO ELEITO,ANA CLEIDE PENAFORTE CARVALHO
150000694854,2020,PB,22012,SÃO MIGUEL DE TAIPU,PREFEITO,14,RICARDO PEREIRA,PTB,PMDB,29/09/1980,40,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,AGRICULTOR,NÃO ELEITO,RICARDO PEREIRA DA SILVA
150000671358,2020,PB,21296,PICUÍ,PREFEITO,40,GILMA GERMANO,PSB,PT,04/04/1964,56,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,BANCÁRIO E ECONOMIÁRIO,NÃO ELEITO,GILMA VASCONCELOS DA SILVA GERMANO
150001014580,2020,PB,19623,GADO BRAVO,PREFEITO,22,ZÉ DE CAZUZA,PL,PSDB,25/01/1973,47,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,JOSÉ MENDES DE AGUIAR
150000771197,2020,PB,19453,BOM JESUS,PREFEITO,25,BRENO DE DORIAN,DEM,PSD,16/05/1994,26,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,DIEGO BRENO GONÇALVES DIAS
150000666092,2020,PB,20192,EMAS,PREFEITO,10,SEVI COUTINHO,REPUBLICANOS,PMDB,05/12/1985,35,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",NÃO ELEITO,SEVI TOMAZ COUTINHO LEITE
150000827766,2020,PB,21237,PEDRA LAVRADA,PREFEITO,13,CLEINHA SOLON,PT,PSD,09/09/1984,36,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,JANICLEIA ANDRADE DE VASCONCELOS
150000644173,2020,PB,21873,SÃO JOSÉ DE CAIANA,PREFEITO,22,MANOEL MOLEQUE,PL,PR,07/10/1977,43,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,OUTROS,ELEITO,MANOEL PEREIRA DE SOUZA
