SQ_CANDIDATO,ANO_ELEICAO,SG_UF,SG_UE,NOME_MUNICIPIO,DS_CARGO,NR_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,DT_NASCIMENTO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,DS_OCUPACAO,DS_SIT_TOT_TURNO,QT_VOTOS,VR_RECEITA,VR_BEM_CANDIDATO,VR_DESPESA_MAX_CAMPANHA,NM_CANDIDATO
150001271245,2020,PB,20419,ITAPORANGA,PREFEITO,12,NAURA DE BERGUINHO,PDT,24/05/1966,54,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PSICÓLOGO,NÃO ELEITO,4285.0,85000.0,30000.0,123077.42,NAURA NEY LIMA FERREIRA DE CARVALHO
150000985602,2020,PB,20494,JERICÓ,PREFEITO,11,HALLYSSON OLIVEIRA,PP,29/08/1985,35,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,2803.0,39168.0,5170000.0,123077.42,CÍCERO HALLYSSON CURA OLIVEIRA
150001084882,2020,PB,21393,PITIMBU,PREFEITO,12,JORGE,PDT,27/01/1978,42,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PRETA,OUTROS,ELEITO,5185.0,70000.0,,123077.42,JORGE LUIZ DE LIMA SANTOS
150000666238,2020,PB,20974,MULUNGU,PREFEITO,14,MELQUIADES NASCIMENTO,PTB,18/12/1963,57,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,FOTÓGRAFO E ASSEMELHADOS,ELEITO,3732.0,57122.0,435000.0,123077.42,MELQUIADES JOÃO DO NASCIMENTO SILVA
150001265513,2020,PB,19410,BELÉM DO BREJO DO CRUZ,PREFEITO,40,DRA. ELAINE,PSB,26/01/1981,39,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,NÃO ELEITO,2061.0,90191.9,600000.0,123077.42,ELAINE CATARINE FERNANDES SALVIANO LACERDA
150001203941,2020,PB,19534,IGARACY,PREFEITO,65,ETIM,PC do B,29/10/1971,49,MASCULINO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,23.0,1390.45,291000.0,123077.42,FRANCISCO ERICKE MARTINS
150001187440,2020,PB,22314,TAPEROÁ,PREFEITO,23,ALDO,CIDADANIA,06/01/1981,39,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),BRANCA,COMERCIANTE,NÃO ELEITO,125.0,26410.0,136957.0,123077.42,ALDO SOBRAL DE HOLANDA
150000727920,2020,PB,19496,BONITO DE SANTA FÉ,PREFEITO,19,CENINHA LUCENA,PODE,14/06/1967,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,AGENTE POSTAL,ELEITO,3436.0,118040.0,96038.8,123077.42,ANTONIO LUCENA FILHO
150001203407,2020,PB,21253,PEDRAS DE FOGO,PREFEITO,12,LEONARDO BARROS,PDT,25/06/1986,34,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),BRANCA,AGRICULTOR,NÃO ELEITO,602.0,29093.78,238000.0,320066.19,LEONARDO FERREIRA BARROS
150001181333,2020,PB,19720,PARARI,PREFEITO,55,TADEU,PSD,22/02/1961,59,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,AGENTE ADMINISTRATIVO,NÃO ELEITO,542.0,2500.0,530000.0,123077.42,JOSE TADEU AIRES CALUETE
150000918411,2020,PB,20290,GURINHÉM,PREFEITO,22,GUEL,PL,27/12/1985,35,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,1040.0,48714.0,80000.0,123077.42,GLEBSON SILVA PAIVA
150000932752,2020,PB,20877,MATARACA,PREFEITO,43,VALTER DE DAMIÃO,PV,19/09/1980,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,TÉCNICO EM AGRONOMIA E AGRIMENSURA,NÃO ELEITO,47.0,6875.9,70946.05,123077.42,VALTER DA SILVA
150001219204,2020,PB,19704,COXIXOLA,PREFEITO,65,VALMI OLIVEIRA,PC do B,20/05/1980,40,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PROFESSOR DE ENSINO MÉDIO,NÃO ELEITO,707.0,5685.55,62964.58,123077.42,JOSE VALMI OLIVEIRA TORRES
150000932058,2020,PB,19470,BOM SUCESSO,PREFEITO,22,MATHEUS GOMES,PL,03/08/1999,21,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,545.0,30350.0,3536.0,123077.42,MATHEUS GOMES DA SILVA
150000825538,2020,PB,22098,SÃO VICENTE DO SERIDÓ,PREFEITO,11,CLAUDINHA,PP,27/09/1990,30,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,2974.0,81317.0,,123077.42,ANA CLAUDIA DE FARIAS CABRAL
150000922956,2020,PB,21474,PRINCESA ISABEL,PREFEITO,45,SIDNEY FILHO,PSDB,07/01/1983,37,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,ADVOGADO,NÃO ELEITO,2587.0,84900.0,180324.4,123077.42,JOSÉ SIDNEY OLIVEIRA FILHO
150000688527,2020,PB,21237,PEDRA LAVRADA,PREFEITO,11,JARBAS MELO,PP,12/12/1974,46,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,PREFEITO,NÃO ELEITO,2106.0,60675.0,216000.0,123077.42,JARBAS DE MELO AZEVEDO
150001199279,2020,PB,19020,SOBRADO,PREFEITO,90,JEIMESON,PROS,17/05/1984,36,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,AGRICULTOR,NÃO ELEITO,2183.0,35152.85,85000.0,123077.42,JEIMESON LUIZ DE FRANÇA
150000675571,2020,PB,21830,SÃO JOÃO DO TIGRE,PREFEITO,10,MÁRCIO LEITE,REPUBLICANOS,06/09/1974,46,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,TÉCNICO EM AGRONOMIA E AGRIMENSURA,ELEITO,2020.0,88923.0,40000.0,194349.36,MÁRCIO ALEXANDRE LEITE
150000666117,2020,PB,19690,CACIMBA DE AREIA,PREFEITO,15,ROGERIO CAMPOS,MDB,18/04/1963,57,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,FISCAL,ELEITO,2200.0,77623.0,,123077.42,PAULO ROGERIO DE LIRA CAMPOS
150000861015,2020,PB,22357,TEIXEIRA,PREFEITO,10,VALONE DIAS,REPUBLICANOS,15/09/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,3950.0,87573.0,77466.86,123077.42,VALONE DIAS OLIVEIRA
150000937760,2020,PB,19933,CONDE,PREFEITO,23,MACARRÃO,CIDADANIA,18/07/1982,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),NÃO INFORMADO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",NÃO ELEITO,3820.0,30000.0,,238580.64,OLAVO BAKKE RIBEIRO LISBOA
150001202029,2020,PB,19046,SÃO JOSÉ DOS RAMOS,PREFEITO,15,AZENILDO,MDB,10/06/1967,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO MÉDIO,NÃO ELEITO,1995.0,45070.0,,123077.42,ANTONIO AZENILDO DE ARAÚJO RAMOS
150000653247,2020,PB,19895,CONCEIÇÃO,PREFEITO,11,DRA JOURDANA DINIZ,PP,06/07/1988,32,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,5310.0,90400.0,622493.22,123077.42,JOURDANA DÁVILLA COSTA BENÍCIO DINIZ
150000973736,2020,PB,19372,BAYEUX,PREFEITO,51,CAPITÃO SENA,PATRIOTA,28/04/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,1483.0,3899.0,,380184.95,LUIZ ALBERTO SILVA DE SENA
150000766343,2020,PB,20338,IBIARA,PREFEITO,70,MARGARIDA RAMALHO,AVANTE,01/04/1963,57,FEMININO,ENSINO MÉDIO COMPLETO,VIÚVO(A),BRANCA,OUTROS,NÃO ELEITO,1916.0,15300.0,855000.0,123077.42,MARGARIDA RAMALHO DE SOUSA
150000718884,2020,PB,20958,MONTEIRO,PREFEITO,22,LORENA,PL,18/06/1987,33,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,11533.0,196000.0,277007.42,193509.59,ANNA LORENA DE FARIAS LEITE NOBREGA
150000993490,2020,PB,21458,PRATA,PREFEITO,28,FERNANDO NUNES,PRTB,07/09/1959,61,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,42.0,4995.0,106988.0,123077.42,FERNANDO ROBSON NUNES DE FARIAS
150000909918,2020,PB,20052,CUITEGI,PREFEITO,23,CHICO MALA,CIDADANIA,16/06/1960,60,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,2297.0,29100.0,426113.0,123077.42,FRANCISCO EDNALDO DE SOUZA LEITE
150001093475,2020,PB,21318,PILAR,PREFEITO,12,MATIAS,PDT,23/04/1965,55,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,2554.0,30000.0,276000.0,477866.92,VALDEMAR MATIAS DE SOUZA FILHO
150000640911,2020,PB,21938,SÃO JOSÉ DO BONFIM,PREFEITO,51,EVANE DO MERCADINHO,PATRIOTA,25/03/1965,55,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,COMERCIANTE,NÃO ELEITO,230.0,8340.0,170000.0,123077.42,JOSE EVANE ALVES COSTA
150000828587,2020,PB,21415,POCINHOS,PREFEITO,70,ELIANE GALDINO,AVANTE,03/05/1963,57,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO ESTADUAL,ELEITO,6584.0,118194.2,,123077.42,ELIANE MOURA DOS SANTOS GALDINO
150000813592,2020,PB,20397,ITABAIANA,PREFEITO,23,DR LÚCIO,CIDADANIA,16/03/1962,58,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,7834.0,70100.0,917055.61,123077.42,LÚCIO FLÁVIO ARAÚJO COSTA
150001035683,2020,PB,19674,CACHOEIRA DOS ÍNDIOS,PREFEITO,40,ALLAN SEIXAS,PSB,29/03/1982,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,NÃO ELEITO,3150.0,54976.3,652681.29,123077.42,ALLAN SEIXAS DE SOUSA
150000760274,2020,PB,21997,SÃO MAMEDE,PREFEITO,11,PEDRO BARBOSA,PP,09/01/1952,68,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,2123.0,25168.0,,123077.42,PEDRO BARBOSA DE ANDRADE
150001273669,2020,PB,20710,LIVRAMENTO,PREFEITO,10,BRAZ ANASTÁCIO,REPUBLICANOS,06/08/1970,50,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,NÃO ELEITO,533.0,12623.0,10000.0,123077.42,BRAZ ALIXANDRE RODRIGUES ANASTACIO DE LIMA
150000691913,2020,PB,20117,VISTA SERRANA,PREFEITO,51,VALDERIY GOMES,PATRIOTA,27/08/1962,58,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),AMARELA,EMPRESÁRIO,NÃO ELEITO,886.0,610.0,12000.0,123077.42,VALDERIY GOMES DE ARAUJO
150001402975,2020,PB,19623,GADO BRAVO,PREFEITO,11,FERNANDO MORAES,PP,13/03/1960,61,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),BRANCA,AGRICULTOR,NÃO ELEITO,2160.0,100000.0,,-1,FERNANDO BARBOSA DE MORAES
150001216391,2020,PB,19658,CABEDELO,PREFEITO,15,MORGANA MACENA,MDB,22/02/1961,59,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,3843.0,23150.0,820000.0,235920.4,MORGANA MACENA DE SANTANA
150000718598,2020,PB,19550,BORBOREMA,PREFEITO,23,GILENE CÂNDIDO,CIDADANIA,01/07/1967,53,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,1305.0,29565.25,11352.1,123077.42,GILENE CÂNDIDO DA SILVA LEITE CARDOSO
150000741827,2020,PB,21776,SANTA TERESINHA,PREFEITO,45,TEREZINHA DE ZE AFONSO,PSDB,14/06/1979,41,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ADVOGADO,NÃO ELEITO,2286.0,112860.0,,123077.42,TEREZINHA LUCIA ALVES DE OLIVEIRA
150000865178,2020,PB,21652,SANTA CRUZ,PREFEITO,40,RAIMUNDO ANTUNES,PSB,05/04/1965,55,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,NÃO ELEITO,2197.0,36321.5,,123077.42,RAIMUNDO ANTUNES BATISTA
150001178157,2020,PB,19399,BELÉM,PREFEITO,12,DONA ALINE,PDT,25/02/1942,78,FEMININO,LÊ E ESCREVE,VIÚVO(A),PARDA,EMPRESÁRIO,ELEITO,6064.0,113500.0,7158904.37,261882.96,ALINE BARBOSA DE LIMA
150000659344,2020,PB,21954,SÃO JOSÉ DO SABUGI,PREFEITO,25,SEGUNDO DOMICIANO,DEM,20/07/1986,34,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,VETERINÁRIO,ELEITO,3218.0,19800.0,,123077.42,JOÃO DOMICIANO DANTAS SEGUNDO
150000681515,2020,PB,22250,SOUSA,PREFEITO,23,FABIO TYRONE,CIDADANIA,27/02/1972,48,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,ELEITO,24483.0,249629.81,8648003.97,385738.62,FABIO TYRONE BRAGA DE OLIVEIRA
150000634205,2020,PB,19461,MARIZÓPOLIS,PREFEITO,12,JEFERSON VIEIRA,PDT,25/02/1988,32,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ENGENHEIRO,NÃO ELEITO,2349.0,33514.0,599286.0,123077.42,JOSÉ JEFERSON JERÔNIMO VIEIRA
150000913519,2020,PB,19372,BAYEUX,PREFEITO,11,DIEGO DO KIPREÇO,PP,11/06/1991,29,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,12939.0,241116.0,162000.0,380184.95,DIEGO CAVALCANTI DA SILVA
150000730194,2020,PB,19321,ASSUNÇÃO,PREFEITO,25,SANTIAGO,DEM,23/04/1984,36,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,COMERCIANTE,NÃO ELEITO,1423.0,21000.0,,123077.42,SANTIAGO ALVES DA SILVA
150000795061,2020,PB,20001,SANTA CECÍLIA,PREFEITO,25,BETO DE CHICO,DEM,25/11/1970,50,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),NÃO INFORMADO,OUTROS,#NULO#,2544.0,,630000.0,123077.42,ROBERTO FLORENTINO PESSOA
150000670965,2020,PB,20214,ESPERANÇA,PREFEITO,11,NOBINHO ALMEIDA,PP,19/02/1967,53,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,EMPRESÁRIO,ELEITO,12077.0,276070.7,528804.27,301932.72,NOBSON PEDRO DE ALMEIDA
150000795125,2020,PB,19763,ALCANTIL,PREFEITO,11,MILTON RODRIGUES,PP,08/09/1956,64,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,PREFEITO,NÃO ELEITO,1863.0,46397.8,463000.0,123077.42,JOSÉ MILTON RODRIGUES
150001180198,2020,PB,19372,BAYEUX,PREFEITO,77,CORONEL ARDNILDO,SOLIDARIEDADE,18/06/1951,69,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,515.0,21050.0,180000.0,380184.95,ARDNILDO MORAIS DOS SANTOS
150001270072,2020,PB,19593,BREJO DOS SANTOS,PREFEITO,12,AURINEIDE VIEIRA,PDT,11/12/1974,46,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,DONA DE CASA,NÃO ELEITO,22.0,540.0,,123077.42,AURINEIDE VIEIRA DE ARAUJO MELO
150001069860,2020,PB,19585,AMPARO,PREFEITO,12,DR JOÃO,PDT,06/03/1956,64,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,1021.0,24900.0,170393.67,123077.42,JOÃO LUÍS DE LACERDA JÚNIOR
150000871692,2020,PB,22373,TRIUNFO,PREFEITO,14,ZÉ MANGUEIRA,PTB,19/03/1964,56,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,PREFEITO,NÃO ELEITO,2530.0,48830.0,10000.0,123077.42,JOSÉ MANGUEIRA TORRES
150000819677,2020,PB,19127,RIACHÃO DO BACAMARTE,PREFEITO,45,GORDO AMARAL,PSDB,20/01/1960,60,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,PREFEITO,NÃO ELEITO,1746.0,93493.15000000001,214423.18,123077.42,ERIVALDO GUEDES AMARAL
150000665948,2020,PB,19640,POÇO DANTAS,PREFEITO,14,ITAMAR MOREIRA,PTB,23/06/1959,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,ELEITO,1930.0,61766.0,305215.56,123077.42,ITAMAR MOREIRA FERNANDES
150000983102,2020,PB,20958,MONTEIRO,PREFEITO,45,DRA. MICHEILA HENRIQUE,PSDB,08/02/1983,37,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,8377.0,262609.58999999997,651772.74,193509.59,MICHEILA SILVESTRE HENRIQUE DE SENA
150000653131,2020,PB,19399,BELÉM,PREFEITO,15,EDGARD GAMA,MDB,04/06/1958,62,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,#NULO#,,0.0,22896.0,261882.96,EDGARD GAMA
150001206493,2020,PB,21610,SALGADINHO,PREFEITO,23,DEBORA,CIDADANIA,07/03/1976,44,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,1297.0,83200.0,60000.0,123077.42,DEBORA CRISTIANE FARIAS MORAIS
150000871801,2020,PB,22250,SOUSA,PREFEITO,27,MARCELO ELIAS,DC,01/05/1958,62,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,QUÍMICO,NÃO ELEITO,209.0,21418.0,280400.0,385738.62,FRANCISCO ELIAS DE OLIVEIRA
150001197890,2020,PB,21750,SANTA RITA,PREFEITO,51,MAJOR NETO,PATRIOTA,15/07/1973,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,6747.0,0.0,117435.47,364348.5,ANTÔNIO NUNES NETO
150001068587,2020,PB,20834,MARI,PREFEITO,20,BUZICA,PSC,21/08/1955,65,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,62.0,7400.0,618000.0,123077.42,JOSE DE PONTES BARBOSA
150000732147,2020,PB,19828,RIACHO DE SANTO ANTÔNIO,PREFEITO,65,CÉLIO ROBERTO,PC do B,01/05/1988,32,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,VEREADOR,NÃO ELEITO,894.0,25000.0,270000.0,123077.42,CÉLIO ROBERTO LUCENA SILVA
150001219691,2020,PB,19372,BAYEUX,PREFEITO,65,DR FRANCISCO MACEDO,PC do B,26/03/1973,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,NÃO ELEITO,4295.0,93500.0,90305.25,380184.95,FRANCISCO RICHARD NIXON DE MACEDO CAMPOS
150001870908,2020,PB,20850,MASSARANDUBA,PREFEITO,55,CHICÃO,PSD,28/03/1954,69,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,3210.0,79938.0,322000.0,169870.2,FRANCISCO PEDRO DE LIMA
150000732369,2020,PB,19224,SÃO DOMINGOS DO CARIRI,PREFEITO,90,ANANIAS,PROS,24/05/1982,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,1202.0,31000.0,339735.48,123077.42,ANANIAS SERAFIM FERREIRA
150001238843,2020,PB,19119,ALHANDRA,PREFEITO,50,GILVÂNIA DIAS,PSOL,31/05/1981,39,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ADVOGADO,NÃO ELEITO,63.0,12828.0,,197393.92,GILVANIA DIAS DA SILVA
150001191850,2020,PB,19941,BOA VISTA,PREFEITO,10,DJALMA LIMA,REPUBLICANOS,19/10/1971,49,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),BRANCA,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,NÃO ELEITO,535.0,0.0,,123077.42,DJALMA DE ARAUJO LIMA
150000937146,2020,PB,20516,JOÃO PESSOA,PREFEITO,80,RAFAEL FREIRE,UP,14/08/1984,36,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,JORNALISTA E REDATOR,NÃO ELEITO,865.0,23225.0,250.0,2808392.83,RAFAEL FREIRE SANTANA
150000745961,2020,PB,20613,JURU,PREFEITO,22,WELLINGTON ENGENHEIRO,PL,26/07/1996,24,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ENGENHEIRO,NÃO ELEITO,199.0,40000.0,100000.0,123077.42,WELLINGTON RODRIGUES DE ARAÚJO
150000813613,2020,PB,21636,SALGADO DE SÃO FÉLIX,PREFEITO,25,ADAURIO ALMEIDA,DEM,13/09/1947,73,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ENGENHEIRO,NÃO ELEITO,3591.0,89273.78,11131061.0,123077.42,ADAURIO ALMEIDA
150001264316,2020,PB,20311,GURJÃO,PREFEITO,13,BRUNA,PT,18/03/1984,36,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,834.0,38550.0,188507.36,123077.42,BRUNA JAKELINE SOARES SOUZA
150000633249,2020,PB,19666,SANTARÉM,PREFEITO,11,RINALDO CIPRIANO,PP,08/06/1971,49,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,EMPRESÁRIO,ELEITO,1571.0,40152.0,228500.0,123077.42,RINALDO CIPRIANO DE SOUSA
150000770147,2020,PB,21075,NOVA PALMEIRA,PREFEITO,23,AILTON GOMES,CIDADANIA,02/03/1966,54,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,PREFEITO,ELEITO,1646.0,68902.5,19000.0,123077.42,AILTON GOMES MEDEIROS
150000720832,2020,PB,19836,CARRAPATEIRA,PREFEITO,11,ELDER PEDROZA,PP,08/01/1982,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,POLICIAL MILITAR,NÃO ELEITO,58.0,16017.65,7501.629999999999,123077.42,ELDER ROBERTO PEDROZA
150000765814,2020,PB,19178,ARARA,PREFEITO,70,NEN,AVANTE,03/03/1971,49,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,COMERCIANTE,ELEITO,4360.0,120010.1,785000.0,123077.42,JOSÉ AILTON PEREIRA DA SILVA
150000903588,2020,PB,20893,MOGEIRO,PREFEITO,12,DIDI,PDT,30/11/1951,69,FEMININO,SUPERIOR COMPLETO,VIÚVO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,3649.0,55300.0,132853.09,123077.42,MARGARIDA MARIA SILVEIRA GOMES
150001196973,2020,PB,21750,SANTA RITA,PREFEITO,15,NICOLA,MDB,27/07/1977,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,503.0,28000.0,1714974.4,364348.5,NICOLA MAJORANA LOMONACO SEGUNDO
150000647572,2020,PB,21156,PASSAGEM,PREFEITO,45,DUDA MINERAL,PSDB,20/10/1966,54,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,1083.0,57623.0,146500.0,123077.42,ADELGISTRO BALDUÍNO SOBRINHO
150000934726,2020,PB,21750,SANTA RITA,PREFEITO,50,PROFESSOR VALDIR,PSOL,12/08/1974,46,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,1951.0,11353.71,350000.0,364348.5,VALDIR DE LIMA SILVA
150001073852,2020,PB,21610,SALGADINHO,PREFEITO,45,MARCOS ALVES,PSDB,20/06/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,ELEITO,1644.0,54000.0,60000.0,123077.42,MARCOS ANTONIO ALVES
150001042150,2020,PB,19313,BANANEIRAS,PREFEITO,13,JOSÉ BARACHO,PT,12/05/1959,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADMINISTRADOR,NÃO ELEITO,128.0,15000.0,106000.01,123077.42,JOSE BARACHO BARBOSA ARAÚJO
150000847191,2020,PB,19747,PEDRO RÉGIS,PREFEITO,23,MICHELE RIBEIRO,CIDADANIA,23/03/1979,41,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PROFESSOR DE ENSINO SUPERIOR,ELEITO,2530.0,26950.0,126880.0,123077.42,MICHELE RIBEIRO DE OLIVEIRA
150001134716,2020,PB,19356,BARRA DE SÃO MIGUEL,PREFEITO,15,LUCI,MDB,20/02/1948,72,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,NÃO ELEITO,1878.0,16000.0,200000.0,123077.42,LUZINECTT TEIXEIRA LOPES
150001066563,2020,PB,22071,SAPÉ,PREFEITO,22,ALLAN DA MADEIREIRA,PL,24/06/1981,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,2175.0,65000.0,429000.0,225948.14,ALLAN DE ALBUQUERQUE CABRAL
150000977858,2020,PB,20010,CUBATI,PREFEITO,22,IVAN ÂNGELO,PL,30/08/1972,48,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,VEREADOR,NÃO ELEITO,674.0,10000.0,,123077.42,IVAN ÂNGELO DOS SANTOS
